Date,PrDec,PrInc,PredictedPrInc,PredictedPrDec
2007-01-12,0.06,0.05690639715,0.47335636615753174,0.3734152615070343
2007-01-31,0.06,0.04862699576,0.47319918870925903,0.37350961565971375
2007-02-15,0.05,0.04537094109,0.4731766879558563,0.3735337555408478
2007-02-28,0.07,0.080664519,0.4731924831867218,0.3735889494419098
2007-03-15,0.08,0.07607378031,0.47311314940452576,0.3735309839248657
2007-03-30,0.07,0.06947860949,0.47311434149742126,0.37355902791023254
2007-04-13,0.07,0.04913061217,0.473167359828949,0.3735167980194092
2007-04-30,0.06,0.06854930632,0.4732224941253662,0.37359073758125305
2007-05-15,0.07,0.08866730039,0.47326695919036865,0.3735426366329193
2007-05-31,0.07,0.08911722423,0.47326892614364624,0.37351784110069275
2007-06-15,0.07,0.08814960855,0.4732036292552948,0.3734991252422333
2007-06-29,0.06,0.08502389525,0.4731181859970093,0.3734360337257385
2007-07-13,0.09,0.1139399139,0.4730328321456909,0.37347787618637085
2007-07-31,0.12,0.1608617203,0.4729996919631958,0.37357789278030396
2007-08-15,0.14,0.2201096838,0.4730329215526581,0.37357982993125916
2007-08-31,0.14,0.1850233289,0.4730396270751953,0.37355372309684753
2007-09-14,0.14,0.1894113378,0.47299906611442566,0.3735381066799164
2007-09-28,0.12,0.142358664,0.4729401469230652,0.3735576868057251
2007-10-15,0.11,0.1724111287,0.4728087782859802,0.3735077381134033
2007-10-31,0.13,0.1887169553,0.47272947430610657,0.37366098165512085
2007-11-15,0.18,0.2321308149,0.4727065861225128,0.3736666142940521
2007-11-30,0.18,0.1938966047,0.4726833999156952,0.3737734854221344
2007-12-14,0.18,0.2146537956,0.4726736545562744,0.373720645904541
2007-12-31,0.17,0.2005285034,0.4726788401603699,0.3736738860607147
2008-01-15,0.18,0.2158034483,0.4726824164390564,0.3736291527748108
2008-01-31,0.18,0.1723304994,0.47267863154411316,0.37367331981658936
2008-02-15,0.18,0.1909581549,0.47267577052116394,0.3736629784107208
2008-02-29,0.19,0.2056988553,0.4726918041706085,0.3736404776573181
2008-03-14,0.21,0.2347856572,0.47267743945121765,0.3738059997558594
2008-03-31,0.2,0.1932351627,0.47264739871025085,0.37376347184181213
2008-04-15,0.19,0.1893845804,0.4726526141166687,0.37369441986083984
2008-04-30,0.16,0.1710295081,0.47266024351119995,0.3736744821071625
2008-05-15,0.16,0.142115933,0.4726713001728058,0.3736012279987335
2008-05-30,0.18,0.1685825961,0.47267627716064453,0.373614102602005
2008-06-13,0.17,0.1927859846,0.4726851284503937,0.37357890605926514
2008-06-30,0.18,0.1800417722,0.4726877510547638,0.37356841564178467
2008-07-15,0.2,0.1907528204,0.47268664836883545,0.3735639154911041
2008-07-31,0.17,0.1717625995,0.4726916551589966,0.3735726475715637
2008-08-15,0.17,0.172933169,0.47271591424942017,0.37350067496299744
2008-08-29,0.17,0.1761910956,0.47272759675979614,0.37349823117256165
2008-09-15,0.2,0.2230792523,0.47273552417755127,0.37350380420684814
2008-09-30,0.24,0.2217940703,0.472758412361145,0.37345069646835327
2008-10-15,0.35,0.2942525401,0.4727632999420166,0.3734913766384125
2008-10-31,0.28,0.3615895671,0.4727773070335388,0.37337127327919006
2008-11-14,0.33,0.3163860454,0.472776859998703,0.37347114086151123
2008-11-28,0.33,0.2971304559,0.4727962017059326,0.37342214584350586
2008-12-15,0.35,0.2951129967,0.4728012979030609,0.373453289270401
2008-12-31,0.27,0.2587886737,0.47281408309936523,0.37345394492149353
2009-01-15,0.29,0.2988965044,0.472833514213562,0.3734540045261383
2009-01-30,0.29,0.2897852198,0.47281548380851746,0.373370885848999
2009-02-13,0.27,0.2790281626,0.47279074788093567,0.3734443783760071
2009-02-27,0.3,0.2977931944,0.4727979600429535,0.3734746277332306
2009-03-13,0.29,0.2678376508,0.472825825214386,0.373495489358902
2009-03-31,0.32,0.2511823871,0.4728623628616333,0.37346795201301575
2009-04-15,0.3,0.2638026327,0.47289127111434937,0.3734939396381378
2009-04-30,0.28,0.2668952287,0.4729100465774536,0.3734574317932129
2009-05-15,0.28,0.2124765819,0.47287318110466003,0.37340524792671204
2009-05-29,0.24,0.1832483607,0.472819447517395,0.37346750497817993
2009-06-15,0.24,0.2164316836,0.47279247641563416,0.37351325154304504
2009-06-30,0.24,0.2024613031,0.4727950096130371,0.37341946363449097
2009-07-15,0.23,0.2099101672,0.47277557849884033,0.3735615015029907
2009-07-31,0.22,0.198476882,0.4727924168109894,0.3735238313674927
2009-08-14,0.21,0.1848781681,0.47280561923980713,0.37345170974731445
2009-08-31,0.21,0.2026636514,0.4727831482887268,0.37346887588500977
2009-09-15,0.2,0.1840446266,0.47279390692710876,0.37356266379356384
2009-09-30,0.21,0.1828725095,0.47282785177230835,0.373523086309433
2009-10-15,0.2,0.1769736146,0.4728579521179199,0.3735184967517853
2009-10-30,0.21,0.1894919056,0.4728822410106659,0.37349116802215576
2009-11-13,0.22,0.1742500157,0.47291645407676697,0.37346890568733215
2009-11-30,0.22,0.1795312215,0.47290539741516113,0.37346479296684265
2009-12-15,0.21,0.1731712484,0.47294342517852783,0.37351587414741516
2009-12-31,0.19,0.154218795,0.4729822874069214,0.37348735332489014
2010-01-15,0.17,0.1197623265,0.4730166494846344,0.373492032289505
2010-01-29,0.19,0.1494005787,0.4730434715747833,0.3734892010688782
2010-02-12,0.18,0.1533626139,0.4730812907218933,0.3734942674636841
2010-02-26,0.16,0.1228648006,0.4731024503707886,0.3734304904937744
2010-03-15,0.16,0.1213028267,0.4730929136276245,0.37344086170196533
2010-03-31,0.16,0.1092957772,0.4730755090713501,0.3735066056251526
2010-04-15,0.15,0.1030720939,0.47311025857925415,0.37345224618911743
2010-04-30,0.16,0.1426098118,0.4731360673904419,0.3735235333442688
2010-05-14,0.21,0.1729342984,0.47315505146980286,0.3734702169895172
2010-05-28,0.21,0.2016939394,0.4731275141239166,0.3734511137008667
2010-06-15,0.19,0.1771329044,0.47306710481643677,0.3734203577041626
2010-06-30,0.22,0.2477749162,0.4730435311794281,0.3735140264034271
2010-07-15,0.2,0.2058004114,0.4731024503707886,0.3734895586967468
2010-07-30,0.18,0.1865120049,0.47310671210289,0.3734458386898041
2010-08-13,0.2,0.216516377,0.47295308113098145,0.3734017014503479
2010-08-31,0.2,0.2280584837,0.4728907346725464,0.37360280752182007
2010-09-15,0.18,0.1775634012,0.4728892743587494,0.3735267221927643
2010-09-30,0.2,0.2063875147,0.47288212180137634,0.3734979033470154
2010-10-15,0.19,0.1647745513,0.472879022359848,0.37361252307891846
2010-10-29,0.18,0.1514352896,0.4729430079460144,0.373654842376709
2010-11-15,0.19,0.1432799887,0.47297751903533936,0.37354910373687744
2010-11-30,0.2,0.1626216194,0.47292712330818176,0.37348344922065735
2010-12-15,0.17,0.1281176873,0.4729635417461395,0.37350887060165405
2010-12-31,0.17,0.1259906814,0.4729759097099304,0.3735630214214325
2011-01-14,0.16,0.1033199466,0.4730280935764313,0.3735411465167999
2011-01-31,0.15,0.09388617961,0.47308018803596497,0.3735176622867584
2011-02-15,0.13,0.07616162605,0.4731399714946747,0.3735227584838867
2011-02-28,0.14,0.0986956627,0.4731745719909668,0.37351661920547485
2011-03-15,0.16,0.1369768195,0.4732009768486023,0.37354347109794617
2011-03-31,0.15,0.09865086632,0.47327250242233276,0.3734877109527588
2011-04-15,0.15,0.09978799307,0.47323983907699585,0.37343457341194153
2011-04-29,0.14,0.07971289943,0.4732469618320465,0.37351274490356445
2011-05-13,0.16,0.09794146001,0.473214715719223,0.3734295666217804
2011-05-31,0.15,0.08063319184,0.4731271266937256,0.3734946548938751
2011-06-15,0.17,0.1082810727,0.4730977714061737,0.37350624799728394
2011-06-30,0.16,0.102190433,0.4731239378452301,0.37349846959114075
2011-07-15,0.16,0.1110460554,0.4731564223766327,0.373514860868454
2011-07-29,0.17,0.127059849,0.4731806516647339,0.3735475242137909
2011-08-15,0.19,0.1756172363,0.4732511639595032,0.3735233545303345
2011-08-31,0.18,0.1963995589,0.47329181432724,0.3734855651855469
2011-09-15,0.19,0.2150926016,0.47333988547325134,0.373555451631546
2011-09-30,0.24,0.2511242126,0.47338664531707764,0.37345579266548157
2011-10-14,0.2,0.1993155189,0.4733788073062897,0.3734343945980072
2011-10-31,0.19,0.1780933696,0.47333988547325134,0.373433381319046
2011-11-15,0.21,0.1974487274,0.47324979305267334,0.3734022080898285
2011-11-30,0.22,0.1945744201,0.47327977418899536,0.3735361099243164
2011-12-15,0.22,0.2084884441,0.4733143150806427,0.3735273778438568
2011-12-30,0.2,0.1663501618,0.4733429253101349,0.3735622763633728
2012-01-13,0.18,0.1461482786,0.473421573638916,0.37352409958839417
2012-01-31,0.17,0.1233513943,0.4735121726989746,0.3734961748123169
2012-02-15,0.17,0.1358313486,0.47357645630836487,0.373479962348938
2012-02-29,0.15,0.1159660638,0.473573237657547,0.37346652150154114
2012-03-15,0.14,0.09823920376,0.47368374466896057,0.3734654486179352
2012-03-30,0.14,0.07274899523,0.47372350096702576,0.3734210729598999
2012-04-13,0.16,0.1133068496,0.47375768423080444,0.37343743443489075
2012-04-30,0.15,0.08345674118,0.4737979769706726,0.3734275996685028
2012-05-15,0.19,0.1291104572,0.47398772835731506,0.37345290184020996
2012-05-31,0.2,0.1603314864,0.4740431606769562,0.3733363151550293
2012-06-14,0.19,0.1555089181,0.4739994406700134,0.37335067987442017
2012-06-28,0.18,0.1337397234,0.4739148020744324,0.3733568489551544
2012-07-12,0.18,0.1233319431,0.474070280790329,0.3734429180622101
2012-07-26,0.16,0.1120586634,0.4741972088813782,0.37329748272895813
2012-08-09,0.16,0.1023074334,0.4742462635040283,0.37321752309799194
2012-08-23,0.16,0.1293906717,0.47413161396980286,0.37322014570236206
2012-09-06,0.15,0.1123456632,0.47408953309059143,0.3733113408088684
2012-09-20,0.14,0.083054261,0.47426342964172363,0.37324491143226624
2012-10-04,0.15,0.08233372403,0.4742313623428345,0.37316763401031494
2012-10-18,0.14,0.07004730198,0.4743560552597046,0.37322574853897095
2012-11-01,0.15,0.08082308308,0.4745104908943176,0.3730936646461487
2012-11-15,0.17,0.09183009417,0.4746217131614685,0.37300941348075867
2012-11-29,0.15,0.07174809554,0.47474774718284607,0.3728961944580078
2012-12-13,0.16,0.08307231375,0.47473815083503723,0.37275803089141846
2012-12-27,0.16,0.08981930522,0.4748722016811371,0.3727980852127075
2013-01-10,0.14,0.06073245442,0.4749675393104553,0.3726511299610138
2013-01-24,0.12,0.04288014409,0.47500085830688477,0.37254786491394043
2013-02-07,0.12,0.04692259944,0.4746910333633423,0.37262478470802307
2013-02-21,0.12,0.05188648737,0.4749012887477875,0.37270140647888184
2013-03-07,0.11,0.04190012116,0.4751119613647461,0.3725895285606384
2013-03-21,0.13,0.04731030809,0.4751549959182739,0.3724466562271118
2013-04-04,0.13,0.05159127992,0.4752110242843628,0.3724115788936615
2013-04-18,0.14,0.06445411509,0.47509488463401794,0.37237268686294556
2013-05-02,0.12,0.0452278954,0.47522568702697754,0.37234631180763245
2013-05-16,0.14,0.06105986719,0.47527316212654114,0.372242271900177
2013-05-30,0.14,0.06318931435,0.47539451718330383,0.37224507331848145
2013-06-13,0.15,0.06800722008,0.47561895847320557,0.372031033039093
2013-06-27,0.15,0.07726731082,0.47576576471328735,0.3718644380569458
2013-07-11,0.13,0.0508347842,0.47587937116622925,0.3716909885406494
2013-07-25,0.12,0.04691752116,0.47597450017929077,0.37158331274986267
2013-08-08,0.12,0.04603303755,0.47568777203559875,0.3714856505393982
2013-08-22,0.12,0.05766772768,0.4758893847465515,0.3716651201248169
2013-09-05,0.13,0.06801647579,0.4760834276676178,0.3714801073074341
2013-09-19,0.12,0.04981932195,0.4761366546154022,0.37135812640190125
2013-10-03,0.14,0.06433427935,0.4759308099746704,0.37124380469322205
2013-10-17,0.12,0.04370153141,0.47547417879104614,0.3714016377925873
2013-10-31,0.12,0.04724870859,0.4758251905441284,0.3717502951622009
2013-11-14,0.14,0.05254316561,0.4763145446777344,0.3714448809623718
2013-11-27,0.13,0.04992300156,0.47660863399505615,0.37112441658973694
2013-12-12,0.13,0.05630497147,0.4765879511833191,0.370747447013855
2013-12-26,0.12,0.04241292273,0.4766584634780884,0.37081092596054077
2014-01-23,0.12,0.04311781112,0.4764663875102997,0.370757520198822
2014-02-06,0.14,0.06350679299,0.47648054361343384,0.3708072304725647
2014-02-20,0.11,0.03896950567,0.47684526443481445,0.3706800639629364
2014-03-06,0.11,0.03993,0.47706300020217896,0.37031933665275574
2014-03-20,0.11,0.03863,0.47688764333724976,0.370278000831604
2014-04-03,0.12,0.03545,0.47679251432418823,0.37022945284843445
2014-04-17,0.12,0.03602,0.47695642709732056,0.3701941668987274
2014-04-24,0.12,0.03779,0.47704946994781494,0.37019649147987366
2014-05-01,0.11,0.02983,0.47706109285354614,0.3700636923313141
2014-05-08,0.12,0.03571,0.4770162105560303,0.37002888321876526
2014-05-15,0.12,0.03632,0.47710761427879333,0.3700511157512665
2014-05-22,0.11,0.03131,0.477247416973114,0.3699803352355957
2014-05-29,0.11,0.02991,0.4772437810897827,0.36989638209342957
2014-06-05,0.12,0.03207,0.47716712951660156,0.36981600522994995
2014-06-12,0.12,0.03485,0.4770965278148651,0.36987099051475525
2014-06-19,0.11,0.02917,0.47710058093070984,0.3699272871017456
2014-06-26,0.11,0.03149,0.4771365821361542,0.36987289786338806
2014-07-03,0.11,0.02744,0.47694435715675354,0.3698820471763611
2014-07-10,0.11,0.0298,0.47679924964904785,0.36993253231048584
2014-07-17,0.11,0.03348,0.47702860832214355,0.3701014816761017
2014-07-24,0.11,0.03251,0.47711747884750366,0.3699931800365448
2014-07-31,0.12,0.0472,0.4770696461200714,0.3699979782104492
2014-08-07,0.14,0.05832,0.477020263671875,0.3699488043785095
2014-08-14,0.12,0.03901,0.47696757316589355,0.36997437477111816
2014-08-21,0.11,0.02915,0.47686198353767395,0.3699217438697815
2014-08-28,0.11,0.03496,0.4761714041233063,0.37022528052330017
2014-09-04,0.11,0.03638,0.47596997022628784,0.3704841136932373
2014-09-10,0.11,0.03301,0.4758746027946472,0.3707415759563446
2014-09-17,0.1,0.0327,0.4759281575679779,0.37107157707214355
2014-09-24,0.12,0.04094,0.4758325219154358,0.3711186945438385
2014-10-01,0.13,0.05603,0.475616455078125,0.37129610776901245
2014-10-08,0.14,0.04826,0.4758358299732208,0.3715171813964844
2014-10-15,0.16,0.09241,0.4760338068008423,0.37143293023109436
2014-10-22,0.13,0.06944,0.4762319326400757,0.3713282346725464
2014-10-29,0.13,0.05566,0.4765718877315521,0.371233195066452
2014-11-05,0.12,0.053,0.4768439531326294,0.3709685504436493
2014-11-12,0.13,0.04674,0.47685495018959045,0.3706792891025543
2014-11-19,0.13,0.04999,0.47673967480659485,0.37061402201652527
2014-11-26,0.13,0.04826,0.4768587648868561,0.3705149292945862
2014-12-03,0.13,0.04867,0.47689563035964966,0.3704049587249756
2014-12-10,0.14,0.06383,0.47677332162857056,0.37030529975891113
2014-12-17,0.16,0.08663,0.4766565263271332,0.37040892243385315
2014-12-24,0.13,0.05786,0.47656458616256714,0.37048348784446716
2014-12-31,0.13,0.06682,0.4766523838043213,0.3704931139945984
2015-01-07,0.14,0.07294,0.4764188528060913,0.37042441964149475
2015-01-14,0.14,0.07035,0.47590017318725586,0.370554119348526
2015-01-21,0.13,0.0664,0.47559434175491333,0.37083590030670166
2015-01-28,0.14,0.07257,0.47546425461769104,0.37124696373939514
2015-02-04,0.12,0.05642,0.47550132870674133,0.37151646614074707
2015-02-11,0.12,0.05854,0.4753032326698303,0.37161099910736084
2015-02-18,0.12,0.04772,0.475345641374588,0.37188032269477844
2015-02-25,0.1,0.03681,0.4754832684993744,0.37191513180732727
2015-03-04,0.11,0.03771,0.475717157125473,0.3719272017478943
2015-03-11,0.12,0.05398,0.47591012716293335,0.3717679977416992
2015-03-18,0.12,0.03806,0.47613686323165894,0.3716331124305725
2015-03-25,0.13,0.0581,0.4763599932193756,0.37140291929244995
2015-04-01,0.13,0.05558,0.4765087962150574,0.37122029066085815
2015-04-08,0.13,0.04685,0.47658997774124146,0.3710646629333496
2015-04-15,0.12,0.03939,0.47664758563041687,0.37093374133110046
2015-04-22,0.12,0.04275,0.47686031460762024,0.37077322602272034
2015-04-29,0.11,0.05872,0.4769192636013031,0.3705729842185974
2015-05-06,0.13,0.04919,0.47678709030151367,0.3703981339931488
2015-05-13,0.14,0.05379,0.47676679491996765,0.3703964352607727
2015-05-20,0.13,0.03965,0.4766683578491211,0.37038055062294006
2015-05-27,0.11,0.05352,0.47667476534843445,0.3704586327075958
2015-06-03,0.13,0.0452,0.4768832325935364,0.37043386697769165
2015-06-10,0.13,0.05097,0.47705012559890747,0.3703426122665405
2015-06-17,0.13,0.05175,0.47693485021591187,0.37016886472702026
2015-06-24,0.12,0.04135,0.47692281007766724,0.3701772689819336
2015-07-01,0.13,0.05266,0.47672608494758606,0.37021198868751526
2015-07-08,0.14,0.0544,0.47689732909202576,0.3702651858329773
2015-07-15,0.12,0.03706,0.47724467515945435,0.37023404240608215
2015-07-22,0.11,0.03415,0.4775393009185791,0.3700306713581085
2015-07-29,0.1,0.04914,0.47767141461372375,0.3697681725025177
2015-08-05,0.11,0.03634,0.4777117967605591,0.3695622384548187
2015-08-12,0.11,0.04545,0.47782331705093384,0.36941054463386536
2015-08-19,0.12,0.04141,0.4778992235660553,0.36926332116127014
2015-08-26,0.16,0.10827,0.4779224991798401,0.36911770701408386
2015-09-02,0.14,0.12571,0.4778773784637451,0.36903437972068787
2015-09-09,0.16,0.1379,0.4779241383075714,0.36901557445526123
2015-09-16,0.14,0.09143,0.4776265621185303,0.36892855167388916
2015-09-23,0.16,0.09582,0.47761350870132446,0.3690808117389679
2015-09-30,0.17,0.11253,0.4776913821697235,0.3691195845603943
2015-10-07,0.14,0.07578,0.4776725172996521,0.3691082000732422
2015-10-14,0.12,0.08766,0.47759655117988586,0.36909157037734985
2015-10-21,0.14,0.06566,0.4775165021419525,0.3691704273223877
2015-10-28,0.12,0.04848,0.4775109887123108,0.36921635270118713
2015-11-04,0.12,0.04918,0.4773200452327728,0.369226336479187
2015-11-11,0.14,0.05832,0.47739651799201965,0.3694636821746826
2015-11-18,0.12,0.06368,0.47765183448791504,0.3694412112236023
2015-11-25,0.14,0.06445,0.4779309630393982,0.3693402409553528
2015-12-02,0.14,0.06853,0.47805100679397583,0.36917024850845337
2015-12-09,0.14,0.0782,0.47823426127433777,0.3690740466117859
2015-12-16,0.13,0.06831,0.47862157225608826,0.3688163161277771
2015-12-23,0.13,0.06526,0.47882357239723206,0.36854469776153564
2015-12-31,0.13,0.06724,0.47883084416389465,0.36827343702316284
2016-01-06,0.15,0.08283,0.47887736558914185,0.3682064414024353
2016-01-13,0.16,0.11288,0.47899889945983887,0.3680375814437866
2016-01-20,0.17,0.12132,0.47902852296829224,0.3679041564464569
2016-01-27,0.16,0.11048,0.47914281487464905,0.36782288551330566
2016-02-03,0.16,0.09737,0.4791863262653351,0.3676430583000183
2016-02-11,0.17,0.14312,0.4793616533279419,0.3675432801246643
2016-02-18,0.16,0.11221,0.4797288179397583,0.3674696981906891
2016-02-24,0.14,0.09238,0.48005786538124084,0.3672865331172943
2016-03-02,0.12,0.07703,0.4804134964942932,0.3670676350593567
2016-03-09,0.13,0.07363,0.48047441244125366,0.366730660200119
2016-03-16,0.12,0.05544,0.48057153820991516,0.3665754497051239
2016-03-23,0.13,0.05256,0.4804246723651886,0.3663541078567505
2016-03-30,0.12,0.04699,0.48032552003860474,0.3663240969181061
2016-04-06,0.13,0.04403,0.4803822636604309,0.36627426743507385
2016-04-13,0.13,0.04431,0.48033449053764343,0.3662238121032715
2016-04-20,0.12,0.03931,0.4801711142063141,0.3662002682685852
2016-04-27,0.12,0.04834,0.4805011749267578,0.3662741780281067
2016-05-04,0.13,0.06037,0.480700820684433,0.36617931723594666
2016-05-11,0.14,0.05825,0.48088720440864563,0.3660842776298523
2016-05-18,0.14,0.06112,0.48079222440719604,0.3658963739871979
2016-05-25,0.13,0.05306,0.4809134304523468,0.36593714356422424
2016-06-01,0.13,0.05079,0.48111048340797424,0.3658766448497772
2016-06-08,0.13,0.0493,0.48143529891967773,0.3657830059528351
2016-06-15,0.14,0.07544,0.4815816879272461,0.3656548261642456
2016-06-22,0.13,0.0639,0.48166215419769287,0.3655329942703247
2016-06-29,0.14,0.0589,0.4816518723964691,0.3654537498950958
2016-07-06,0.13,0.05049,0.48158663511276245,0.3653918206691742
2016-07-13,0.09,0.04556,0.48158931732177734,0.3653852343559265
2016-07-20,0.11,0.03934,0.4819847643375397,0.3653731644153595
2016-07-27,0.12,0.0478,0.4822481870651245,0.36526474356651306
2016-08-03,0.12,0.04759,0.4823455214500427,0.365155965089798
2016-08-10,0.11,0.03971,0.482390433549881,0.3650619387626648
2016-08-17,0.11,0.03972,0.4822229743003845,0.3650132119655609
2016-08-24,0.11,0.04459,0.4819115400314331,0.3649774491786957
2016-08-31,0.11,0.04396,0.48192593455314636,0.36503055691719055
2016-09-07,0.11,0.04285,0.48210999369621277,0.36503347754478455
2016-09-14,0.12,0.06264,0.48248180747032166,0.3650483787059784
2016-09-21,0.13,0.04861,0.4828071892261505,0.36497557163238525
2016-09-28,0.12,0.04325,0.4828795790672302,0.36488303542137146
2016-10-05,0.12,0.04652,0.4833229184150696,0.3648514747619629
2016-10-12,0.13,0.05193,0.48375365138053894,0.3647673428058624
2016-10-19,0.12,0.0534,0.4840008616447449,0.36466673016548157
2016-10-26,0.12,0.04844,0.4841756224632263,0.3645591139793396
2016-11-02,0.13,0.06284,0.484426885843277,0.36452504992485046
2016-11-09,0.13,0.04459,0.48473772406578064,0.3644807040691376
2016-11-16,0.13,0.05224,0.4845837950706482,0.36435940861701965
2016-11-23,0.13,0.05225,0.48483261466026306,0.3643856644630432
2016-11-30,0.13,0.05836,0.48528072237968445,0.36440804600715637
2016-12-07,0.13,0.05185,0.4857180416584015,0.3643580973148346
2016-12-14,0.12,0.0615,0.4863186478614807,0.3643783926963806
2016-12-21,0.12,0.05403,0.48685383796691895,0.3643798232078552
2016-12-28,0.12,0.05624,0.4870634078979492,0.364372581243515
2017-01-04,0.12,0.04683,0.48743733763694763,0.364433616399765
2017-01-11,0.11,0.04587,0.4885624051094055,0.36452987790107727
2017-01-18,0.11,0.04543,0.4896980822086334,0.36469560861587524
2017-01-25,0.1,0.0357,0.4911680817604065,0.36490023136138916
2017-02-01,0.11,0.03773,0.4917171597480774,0.3651082515716553
2017-02-08,0.1,0.03409,0.48883330821990967,0.36497125029563904
2017-02-15,0.09,0.03002,0.48740720748901367,0.36500924825668335
2017-02-22,0.1,0.03204,0.4878920316696167,0.364988774061203
2017-03-01,0.1,0.03621,0.488480806350708,0.3649712800979614
2017-03-08,0.09,0.03705,0.4882863759994507,0.3649524450302124
2017-03-15,0.09,0.02919,0.48918840289115906,0.36499282717704773
2017-03-22,0.1,0.03548,0.4885523021221161,0.3649177551269531
2017-03-29,0.1,0.02767,0.48641201853752136,0.3646758496761322
2017-04-05,0.09,0.02539,0.4862654209136963,0.3647488057613373
2017-04-12,0.1,0.02599,0.48625195026397705,0.3646983504295349
2017-04-20,0.1,0.02804,0.487136572599411,0.36468568444252014
2017-04-26,0.09,0.02205,0.4865504503250122,0.36453115940093994
2017-05-03,0.09,0.02245,0.4864383339881897,0.3644794523715973
2017-05-10,0.1,0.0317,0.4869162440299988,0.36458197236061096
2017-05-17,0.11,0.04218,0.48788684606552124,0.3646116852760315
2017-05-24,0.1,0.03407,0.4882967472076416,0.3646305501461029
2017-05-31,0.1,0.03511,0.4881710410118103,0.36463141441345215
2017-06-07,0.1,0.03367,0.4889453947544098,0.3647611439228058
2017-06-14,0.1,0.03266,0.48973336815834045,0.36483415961265564
2017-06-22,0.09,0.03089,0.4896017611026764,0.3648911416530609
2017-06-28,0.09,0.02776,0.488686740398407,0.3648409843444824
2017-07-05,0.1,0.02818,0.48845675587654114,0.3648909032344818
2017-07-12,0.09,0.02636,0.48956990242004395,0.365043580532074
2017-07-19,0.08,0.01955,0.4906061291694641,0.3652011752128601
